,workclass,education
28631, Private, Some-college
28632, Private, 11th
28633, Private, Assoc-acdm
28634, Private, HS-grad
28635, Private, 11th
28636, Federal-gov, HS-grad
28637, Private, Assoc-acdm
28638, Private, HS-grad
28639, Private, HS-grad
28640, Private, Some-college
28641, Private, Bachelors
28642, Local-gov, Bachelors
28643, Private, HS-grad
28644, Private, Bachelors
28645, Private, Assoc-voc
28646, Self-emp-not-inc, Some-college
28647, Private, HS-grad
28648, Federal-gov, Assoc-voc
28649, Private, HS-grad
28650, Private, Some-college
28651, Self-emp-not-inc, Prof-school
28652, Self-emp-not-inc, Prof-school
28653, Private, Some-college
28654, Private, HS-grad
28655, Private, HS-grad
28656, Private, HS-grad
28657, Private, 11th
28658, Private, Bachelors
28659, State-gov, Assoc-voc
28660, Private, HS-grad
28661, Private, HS-grad
28662, Private, Some-college
28663, Private, Some-college
28664, Private, 9th
28665, Private, Prof-school
28666, State-gov, Some-college
28667, Private, 11th
28668, Private, Bachelors
28669, Private, Doctorate
28670, Private, Masters
28671, Private, Masters
28672, Private, Some-college
28673, Private, Assoc-acdm
28674, Private, Assoc-voc
28675, Local-gov, Bachelors
28676, Self-emp-not-inc, HS-grad
28677, Private, Some-college
28678, Private, Some-college
28679, Private, Some-college
28680, Private, Bachelors
28681, Local-gov, Masters
28682, Private, HS-grad
28683, Private, Some-college
28684, Private, HS-grad
28685, Private, 9th
28686, ?, HS-grad
28687, Self-emp-not-inc, 7th-8th
28688, ?, Some-college
28689, Self-emp-inc, Bachelors
28690, Private, Masters
28691, Local-gov, Bachelors
28692, Local-gov, Assoc-voc
28693, Private, 11th
28694, Self-emp-inc, HS-grad
28695, Self-emp-inc, Assoc-acdm
28696, Private, Some-college
28697, Private, Masters
28698, Private, Masters
28699, Self-emp-not-inc, HS-grad
28700, Private, Assoc-voc
28701, Self-emp-not-inc, HS-grad
28702, Federal-gov, HS-grad
28703, Private, HS-grad
28704, Private, Some-college
28705, Federal-gov, Masters
28706, Self-emp-not-inc, Some-college
28707, Private, HS-grad
28708, Private, HS-grad
28709, Private, Some-college
28710, Private, HS-grad
28711, Private, Some-college
28712, Private, 11th
28713, Private, Some-college
28714, Private, 5th-6th
28715, ?, 7th-8th
28716, Private, HS-grad
28717, Self-emp-not-inc, Assoc-voc
28718, Private, HS-grad
28719, Local-gov, Bachelors
28720, Private, Some-college
28721, Self-emp-not-inc, HS-grad
28722, Private, 10th
28723, Private, Masters
28724, Private, HS-grad
28725, State-gov, HS-grad
28726, Private, HS-grad
28727, Private, HS-grad
28728, Private, Some-college
28729, Self-emp-inc, Prof-school
28730, Private, Some-college
28731, Private, Bachelors
28732, Private, HS-grad
28733, Private, Some-college
28734, Local-gov, Assoc-acdm
28735, Private, HS-grad
28736, Private, HS-grad
28737, Private, HS-grad
28738, Private, HS-grad
28739, Private, 11th
28740, Self-emp-inc, HS-grad
28741, Self-emp-not-inc, 5th-6th
28742, Private, 12th
28743, Private, Assoc-voc
28744, Private, HS-grad
28745, Private, Some-college
28746, Private, Bachelors
28747, State-gov, Masters
28748, Private, Masters
28749, Self-emp-not-inc, 5th-6th
28750, Private, HS-grad
28751, Private, Some-college
28752, Private, Bachelors
28753, Private, 11th
28754, Private, 11th
28755, Private, Some-college
28756, Private, Some-college
28757, Private, HS-grad
28758, Private, Doctorate
28759, Self-emp-not-inc, Bachelors
28760, Self-emp-inc, Bachelors
28761, State-gov, Some-college
28762, Private, HS-grad
28763, Local-gov, Some-college
28764, Private, HS-grad
28765, Private, 10th
28766, Private, HS-grad
28767, Self-emp-not-inc, HS-grad
28768, Private, HS-grad
28769, Private, 11th
28770, Private, 7th-8th
28771, Self-emp-not-inc, Bachelors
28772, Private, 11th
28773, ?, Some-college
28774, Private, Masters
28775, Private, 1st-4th
28776, Private, Some-college
28777, Self-emp-not-inc, Some-college
28778, Self-emp-not-inc, Bachelors
28779, Private, 10th
28780, Local-gov, Some-college
28781, Private, Bachelors
28782, Private, Assoc-voc
28783, ?, 10th
28784, Self-emp-not-inc, 10th
28785, Private, HS-grad
28786, Private, Assoc-acdm
28787, Private, Some-college
28788, Private, Assoc-voc
28789, Private, HS-grad
28790, Self-emp-inc, Bachelors
28791, Local-gov, HS-grad
28792, Private, Doctorate
28793, Private, HS-grad
28794, Private, Some-college
28795, Private, Assoc-acdm
28796, State-gov, Bachelors
28797, Private, HS-grad
28798, Self-emp-not-inc, Masters
28799, Private, Some-college
28800, Private, HS-grad
28801, Private, Bachelors
28802, ?, HS-grad
28803, Self-emp-inc, HS-grad
28804, Federal-gov, HS-grad
28805, Self-emp-inc, Some-college
28806, Self-emp-not-inc, Some-college
28807, Private, Bachelors
28808, Private, Some-college
28809, Private, HS-grad
28810, Private, Bachelors
28811, ?, 11th
28812, Self-emp-not-inc, 5th-6th
28813, Private, HS-grad
28814, Local-gov, Bachelors
28815, Local-gov, 12th
28816, Private, Some-college
28817, Private, Some-college
28818, Private, HS-grad
28819, Private, Some-college
28820, Private, HS-grad
28821, Private, Some-college
28822, Private, Some-college
28823, Private, HS-grad
28824, Private, Some-college
28825, Federal-gov, Bachelors
28826, Private, Some-college
28827, Local-gov, Masters
28828, Private, 7th-8th
28829, Without-pay, Some-college
28830, Private, Prof-school
28831, Private, 10th
28832, Private, Doctorate
28833, Private, Some-college
28834, Private, 7th-8th
28835, Private, Some-college
28836, Private, HS-grad
28837, Private, 10th
28838, Self-emp-not-inc, HS-grad
28839, Private, HS-grad
28840, Private, HS-grad
28841, Private, HS-grad
28842, Private, 5th-6th
28843, Private, HS-grad
28844, Private, HS-grad
28845, Private, HS-grad
28846, Private, HS-grad
28847, Private, Some-college
28848, Private, Assoc-acdm
28849, ?, HS-grad
28850, Private, Bachelors
28851, Private, Masters
28852, Private, HS-grad
28853, State-gov, Bachelors
28854, Self-emp-not-inc, HS-grad
28855, ?, Some-college
28856, Private, Some-college
28857, Private, HS-grad
28858, Private, 7th-8th
28859, ?, Some-college
28860, Private, HS-grad
28861, Private, 10th
28862, Private, Some-college
28863, Private, Bachelors
28864, Private, Bachelors
28865, Private, Bachelors
28866, State-gov, Bachelors
28867, Private, Some-college
28868, Private, Bachelors
28869, Federal-gov, Bachelors
28870, Private, Assoc-voc
28871, Private, 5th-6th
28872, Private, Bachelors
28873, Private, HS-grad
28874, Local-gov, HS-grad
28875, Private, Some-college
28876, Private, HS-grad
28877, Private, Bachelors
28878, Private, Some-college
28879, Private, Bachelors
28880, Private, HS-grad
28881, Private, Some-college
28882, Private, HS-grad
28883, Local-gov, Masters
28884, Private, Some-college
28885, ?, HS-grad
28886, State-gov, Masters
28887, Self-emp-not-inc, HS-grad
28888, Private, HS-grad
28889, Self-emp-not-inc, HS-grad
28890, Private, Bachelors
28891, ?, Assoc-acdm
28892, Private, Bachelors
28893, Private, HS-grad
28894, Private, Some-college
28895, Private, Some-college
28896, Private, Bachelors
28897, Private, Bachelors
28898, Private, Some-college
28899, Private, Masters
28900, Self-emp-not-inc, Some-college
28901, Private, HS-grad
28902, Private, Bachelors
28903, Private, HS-grad
28904, ?, Assoc-acdm
28905, Private, Some-college
28906, Private, HS-grad
28907, Private, Bachelors
28908, Private, 11th
28909, Private, Some-college
28910, Local-gov, Masters
28911, Private, Some-college
28912, Private, Bachelors
28913, Self-emp-not-inc, HS-grad
28914, Private, 7th-8th
28915, Local-gov, HS-grad
28916, Private, 11th
28917, Private, HS-grad
28918, ?, HS-grad
28919, Private, Some-college
28920, Private, Assoc-voc
28921, Private, Some-college
28922, ?, HS-grad
28923, Local-gov, Bachelors
28924, Private, Bachelors
28925, Private, HS-grad
28926, Private, Some-college
28927, Private, HS-grad
28928, Private, Bachelors
28929, State-gov, HS-grad
28930, Private, HS-grad
28931, Private, HS-grad
28932, Private, Some-college
28933, ?, Some-college
28934, Private, Assoc-voc
28935, Private, HS-grad
28936, Private, HS-grad
28937, Private, Masters
28938, Private, 7th-8th
28939, Private, HS-grad
28940, Private, Bachelors
28941, Private, HS-grad
28942, Private, Some-college
28943, ?, Some-college
28944, Local-gov, Masters
28945, Private, 10th
28946, Private, Masters
28947, Self-emp-inc, Assoc-acdm
28948, Private, 7th-8th
28949, Private, Some-college
28950, State-gov, Some-college
28951, Private, Assoc-acdm
28952, Self-emp-not-inc, Bachelors
28953, ?, Some-college
28954, Private, HS-grad
28955, Private, Some-college
28956, Private, Some-college
28957, ?, Some-college
28958, Private, Bachelors
28959, Private, 7th-8th
28960, Private, Bachelors
28961, ?, HS-grad
28962, Private, HS-grad
28963, Private, Some-college
28964, Private, HS-grad
28965, Private, Some-college
28966, Federal-gov, Some-college
28967, Private, Bachelors
28968, Private, 7th-8th
28969, Private, Some-college
28970, Private, Masters
28971, Private, 9th
28972, Private, Some-college
28973, State-gov, Some-college
28974, Private, HS-grad
28975, Self-emp-not-inc, Some-college
28976, Private, Some-college
28977, Private, Bachelors
28978, Private, Prof-school
28979, Self-emp-inc, HS-grad
28980, Self-emp-inc, Doctorate
28981, Private, 9th
28982, Private, HS-grad
28983, Private, HS-grad
28984, Private, Some-college
28985, Self-emp-not-inc, Some-college
28986, Private, Some-college
28987, Private, Assoc-voc
28988, Private, HS-grad
28989, Private, Bachelors
28990, Self-emp-not-inc, Some-college
28991, Private, Some-college
28992, Private, 10th
28993, Private, HS-grad
28994, Private, HS-grad
28995, Private, HS-grad
28996, Federal-gov, HS-grad
28997, Private, Masters
28998, Private, HS-grad
28999, Private, Some-college
29000, Private, Some-college
29001, Private, 11th
29002, Private, Bachelors
29003, Private, HS-grad
29004, Private, Bachelors
29005, Private, Bachelors
29006, Self-emp-not-inc, Assoc-acdm
29007, Private, Masters
29008, Private, Masters
29009, Private, Bachelors
29010, Private, HS-grad
29011, Local-gov, Bachelors
29012, Private, HS-grad
29013, Private, HS-grad
29014, State-gov, HS-grad
29015, Private, HS-grad
29016, Local-gov, 12th
29017, Local-gov, HS-grad
29018, Private, Some-college
29019, Private, 9th
29020, Private, HS-grad
29021, Private, HS-grad
29022, Self-emp-not-inc, HS-grad
29023, Private, Some-college
29024, Private, HS-grad
29025, Self-emp-not-inc, 9th
29026, ?, Bachelors
29027, Private, Some-college
29028, Private, Some-college
29029, Self-emp-not-inc, Some-college
29030, Private, Masters
29031, Private, HS-grad
29032, State-gov, Doctorate
29033, Private, HS-grad
29034, Private, Some-college
29035, Private, Assoc-acdm
29036, Private, HS-grad
29037, Private, HS-grad
29038, Local-gov, 9th
29039, Federal-gov, Bachelors
29040, ?, Some-college
29041, Private, Some-college
29042, Private, HS-grad
29043, Private, Some-college
29044, Private, HS-grad
29045, Private, HS-grad
29046, Private, Masters
29047, Private, Some-college
29048, Private, Some-college
29049, Private, 7th-8th
29050, Private, Some-college
29051, Private, Some-college
29052, Private, Bachelors
29053, Private, Some-college
29054, Private, HS-grad
29055, Private, Bachelors
29056, Federal-gov, Bachelors
29057, Private, Masters
29058, Private, 10th
29059, Private, Some-college
29060, Private, HS-grad
29061, ?, Assoc-voc
29062, ?, 12th
29063, Self-emp-not-inc, HS-grad
29064, Private, Bachelors
29065, Private, Assoc-voc
29066, Private, HS-grad
29067, Private, HS-grad
29068, Private, HS-grad
29069, Self-emp-not-inc, Some-college
29070, Private, Assoc-voc
29071, Private, Some-college
29072, ?, 7th-8th
29073, Private, Some-college
29074, Private, HS-grad
29075, Private, 5th-6th
29076, Private, HS-grad
29077, Private, Bachelors
29078, Private, HS-grad
29079, Private, Some-college
29080, Private, Bachelors
29081, Local-gov, Some-college
29082, Private, Assoc-acdm
29083, Private, Some-college
29084, State-gov, Some-college
29085, Private, Some-college
29086, Private, Masters
29087, Private, Some-college
29088, Private, HS-grad
29089, Private, HS-grad
29090, Private, 7th-8th
29091, Private, HS-grad
29092, Private, 7th-8th
29093, Private, Some-college
29094, ?, HS-grad
29095, Local-gov, Bachelors
29096, Private, HS-grad
29097, ?, 9th
29098, Private, Bachelors
29099, Private, Some-college
29100, Private, 12th
29101, ?, Some-college
29102, Private, Some-college
29103, Private, HS-grad
29104, Private, Assoc-voc
29105, Private, Some-college
29106, Private, Some-college
29107, Private, Some-college
29108, Private, HS-grad
29109, Local-gov, Some-college
29110, Self-emp-inc, 10th
29111, Private, HS-grad
29112, Local-gov, Bachelors
29113, Private, Bachelors
29114, Local-gov, Assoc-voc
29115, Private, Some-college
29116, Private, Assoc-voc
29117, Private, Some-college
29118, Self-emp-inc, Some-college
29119, ?, HS-grad
29120, Local-gov, Assoc-voc
29121, Self-emp-not-inc, Some-college
29122, Private, Some-college
29123, Private, Some-college
29124, Self-emp-not-inc, HS-grad
29125, Private, Some-college
29126, State-gov, Some-college
29127, Private, Some-college
29128, ?, 11th
29129, Self-emp-inc, HS-grad
29130, Private, 9th
29131, Private, Doctorate
29132, Self-emp-not-inc, Bachelors
29133, Private, 11th
29134, Private, HS-grad
29135, Private, Some-college
29136, Federal-gov, Some-college
29137, Private, Masters
29138, Self-emp-not-inc, Doctorate
29139, Self-emp-not-inc, HS-grad
29140, Private, Some-college
29141, Private, 9th
29142, Private, HS-grad
29143, Private, Bachelors
29144, Private, Some-college
29145, Private, Bachelors
29146, Private, 11th
29147, Private, HS-grad
29148, Private, HS-grad
29149, Private, 11th
29150, Private, Some-college
29151, State-gov, Bachelors
29152, Private, Some-college
29153, Private, Masters
29154, Private, Bachelors
29155, Self-emp-inc, Assoc-voc
29156, Federal-gov, Masters
29157, Private, HS-grad
29158, Without-pay, HS-grad
29159, Private, HS-grad
29160, Self-emp-not-inc, HS-grad
29161, Private, Some-college
29162, Private, 10th
29163, Federal-gov, HS-grad
29164, Local-gov, HS-grad
29165, Private, Some-college
29166, Private, HS-grad
29167, Private, Some-college
29168, Private, HS-grad
29169, Private, HS-grad
29170, Private, HS-grad
29171, Local-gov, Bachelors
29172, Private, Bachelors
29173, Self-emp-not-inc, 7th-8th
29174, Private, HS-grad
29175, Private, Some-college
29176, Private, Some-college
29177, ?, Bachelors
29178, Private, Some-college
29179, Private, Some-college
29180, Private, Some-college
29181, Self-emp-inc, Bachelors
29182, Private, Some-college
29183, Private, HS-grad
29184, Local-gov, Some-college
29185, Private, Some-college
29186, Private, HS-grad
29187, Private, HS-grad
29188, Private, Bachelors
29189, Private, Masters
29190, Private, Some-college
29191, Private, HS-grad
29192, Private, Some-college
29193, Self-emp-not-inc, HS-grad
29194, Self-emp-not-inc, Bachelors
29195, Private, HS-grad
29196, Private, HS-grad
29197, Private, Some-college
29198, Private, Assoc-voc
29199, Private, Some-college
29200, Private, HS-grad
29201, Private, HS-grad
29202, Private, HS-grad
29203, Private, HS-grad
29204, Private, Some-college
29205, Private, HS-grad
29206, ?, Assoc-voc
29207, Local-gov, Bachelors
29208, Self-emp-inc, Assoc-acdm
29209, Private, HS-grad
29210, Private, Assoc-acdm
29211, Local-gov, Bachelors
29212, Private, Some-college
29213, Private, Some-college
29214, Private, 11th
29215, Federal-gov, HS-grad
29216, Private, Some-college
29217, Private, HS-grad
29218, Private, HS-grad
29219, Private, Some-college
29220, Private, Some-college
29221, Private, HS-grad
29222, ?, Some-college
29223, Self-emp-not-inc, 10th
29224, Private, Some-college
29225, Private, Bachelors
29226, Private, 10th
29227, State-gov, Prof-school
29228, Private, Some-college
29229, Self-emp-inc, Bachelors
29230, Private, HS-grad
29231, Private, HS-grad
29232, Private, HS-grad
29233, Private, Bachelors
29234, Private, Bachelors
29235, Self-emp-not-inc, Bachelors
29236, Self-emp-inc, Some-college
29237, Private, Some-college
29238, Private, Some-college
29239, Private, 7th-8th
29240, Private, HS-grad
29241, Private, Prof-school
29242, Self-emp-inc, Bachelors
29243, Private, Bachelors
29244, Private, HS-grad
29245, Local-gov, HS-grad
29246, Private, Bachelors
29247, Self-emp-not-inc, HS-grad
29248, Private, HS-grad
29249, Private, Assoc-voc
29250, Self-emp-not-inc, HS-grad
29251, Private, Bachelors
29252, Private, Some-college
29253, Private, HS-grad
29254, Private, HS-grad
29255, Self-emp-inc, Prof-school
29256, Self-emp-not-inc, HS-grad
29257, Self-emp-inc, 12th
29258, Self-emp-not-inc, HS-grad
29259, ?, 10th
29260, Private, Some-college
29261, Private, Assoc-voc
29262, Private, HS-grad
29263, Self-emp-inc, Some-college
29264, Private, Bachelors
29265, Private, HS-grad
29266, Local-gov, Masters
29267, Self-emp-not-inc, HS-grad
29268, Local-gov, Some-college
29269, Local-gov, Bachelors
29270, Private, 5th-6th
29271, Private, Some-college
29272, Private, 9th
29273, Self-emp-not-inc, Some-college
29274, Private, Bachelors
29275, Private, Bachelors
29276, Private, Masters
29277, Private, HS-grad
29278, Private, Some-college
29279, Local-gov, 10th
29280, Private, Some-college
29281, Private, Some-college
29282, Self-emp-not-inc, HS-grad
29283, Private, HS-grad
29284, Private, 5th-6th
29285, Private, Bachelors
29286, Private, 7th-8th
29287, Private, Bachelors
29288, Private, HS-grad
29289, Private, Assoc-acdm
29290, Private, Assoc-voc
29291, Private, Some-college
29292, Private, Some-college
29293, Private, HS-grad
29294, State-gov, Some-college
29295, Local-gov, Masters
29296, Private, Prof-school
29297, ?, HS-grad
29298, Self-emp-inc, HS-grad
29299, Self-emp-not-inc, HS-grad
29300, Private, Bachelors
29301, Private, Assoc-acdm
29302, Local-gov, Some-college
29303, Private, Some-college
29304, Private, HS-grad
29305, Private, HS-grad
29306, Self-emp-not-inc, Some-college
29307, Private, HS-grad
29308, Private, Masters
29309, State-gov, Masters
29310, ?, HS-grad
29311, Private, Bachelors
29312, Private, HS-grad
29313, Private, Bachelors
29314, State-gov, Some-college
29315, Private, Bachelors
29316, Private, HS-grad
29317, Private, 12th
29318, ?, Some-college
29319, Private, Bachelors
29320, Private, Some-college
29321, Private, HS-grad
29322, Private, 1st-4th
29323, Private, Bachelors
29324, ?, Masters
29325, ?, Some-college
29326, Private, Bachelors
29327, Self-emp-inc, HS-grad
29328, Private, Prof-school
29329, Self-emp-not-inc, Some-college
29330, Private, Some-college
29331, Private, HS-grad
29332, Private, HS-grad
29333, Private, Bachelors
29334, Private, Some-college
29335, Private, Some-college
29336, State-gov, Some-college
29337, Federal-gov, Some-college
29338, Private, HS-grad
29339, Private, 5th-6th
29340, ?, 7th-8th
29341, Private, HS-grad
29342, Private, HS-grad
29343, Federal-gov, 11th
29344, Private, HS-grad
29345, Private, HS-grad
29346, Private, 10th
29347, Private, HS-grad
29348, Private, HS-grad
29349, Self-emp-not-inc, HS-grad
29350, Federal-gov, Some-college
29351, Self-emp-not-inc, HS-grad
29352, Self-emp-inc, Masters
29353, Private, HS-grad
29354, Private, Bachelors
29355, Private, HS-grad
29356, Self-emp-not-inc, HS-grad
29357, Private, Bachelors
29358, Private, Some-college
29359, ?, HS-grad
29360, ?, HS-grad
29361, Private, HS-grad
29362, Private, HS-grad
29363, Self-emp-inc, Prof-school
29364, Private, HS-grad
29365, Private, Bachelors
29366, Private, Assoc-acdm
29367, Federal-gov, Bachelors
29368, Federal-gov, Assoc-voc
29369, Private, 10th
29370, Local-gov, Some-college
29371, Private, HS-grad
29372, Private, HS-grad
29373, Private, Masters
29374, Private, Bachelors
29375, ?, Some-college
29376, Private, Bachelors
29377, Private, HS-grad
29378, Private, HS-grad
29379, Self-emp-not-inc, HS-grad
29380, Private, HS-grad
29381, Private, 5th-6th
29382, State-gov, HS-grad
29383, Private, Some-college
29384, Private, Bachelors
29385, Private, HS-grad
29386, Private, HS-grad
29387, Private, Some-college
29388, Private, HS-grad
29389, Private, HS-grad
29390, Private, HS-grad
29391, ?, Some-college
29392, Private, 9th
29393, Private, HS-grad
29394, Private, HS-grad
29395, Private, HS-grad
29396, Private, HS-grad
29397, ?, Bachelors
29398, Private, HS-grad
29399, Private, Some-college
29400, Self-emp-inc, HS-grad
29401, Private, 5th-6th
29402, Private, Assoc-voc
29403, Private, HS-grad
29404, Private, Some-college
29405, Private, HS-grad
29406, Private, Assoc-acdm
29407, Private, HS-grad
29408, Private, HS-grad
29409, Private, Assoc-acdm
29410, Private, HS-grad
29411, Private, Bachelors
29412, Private, HS-grad
29413, Private, 1st-4th
29414, Federal-gov, HS-grad
29415, Private, HS-grad
29416, Private, Some-college
29417, Private, Bachelors
29418, Private, 1st-4th
29419, Private, Assoc-voc
29420, Private, Assoc-voc
29421, ?, Assoc-voc
29422, Private, HS-grad
29423, Private, HS-grad
29424, Local-gov, HS-grad
29425, Private, Assoc-voc
29426, Private, Bachelors
29427, Self-emp-not-inc, HS-grad
29428, Private, Bachelors
29429, Private, Prof-school
29430, Private, HS-grad
29431, Federal-gov, Bachelors
29432, Private, Assoc-acdm
29433, Private, Some-college
29434, Private, Bachelors
29435, Self-emp-inc, Prof-school
29436, ?, 11th
29437, Private, 10th
29438, Private, HS-grad
29439, Private, HS-grad
29440, Private, Some-college
29441, Private, Some-college
29442, Private, 1st-4th
29443, Private, 11th
29444, Private, HS-grad
29445, Private, Some-college
29446, Private, Some-college
29447, ?, Some-college
29448, Private, HS-grad
29449, Private, Some-college
29450, Local-gov, Assoc-voc
29451, Self-emp-not-inc, HS-grad
29452, Private, Some-college
29453, Private, 9th
29454, Private, Some-college
29455, ?, HS-grad
29456, Private, HS-grad
29457, Private, 1st-4th
29458, Private, 11th
29459, Private, Some-college
29460, Self-emp-inc, Prof-school
29461, Private, Some-college
29462, Local-gov, 7th-8th
29463, Private, Bachelors
29464, Local-gov, Bachelors
29465, ?, 11th
29466, Private, HS-grad
29467, Private, Bachelors
29468, Local-gov, Bachelors
29469, Self-emp-not-inc, Some-college
29470, Private, Some-college
29471, Self-emp-not-inc, Prof-school
29472, Private, 7th-8th
29473, Private, 11th
29474, Private, Bachelors
29475, Private, HS-grad
29476, Private, Some-college
29477, Private, Some-college
29478, Private, Some-college
29479, Self-emp-not-inc, HS-grad
29480, ?, HS-grad
29481, Private, 12th
29482, Private, Assoc-voc
29483, Private, HS-grad
29484, State-gov, Masters
29485, Self-emp-not-inc, Assoc-voc
29486, Private, HS-grad
29487, Private, Masters
29488, Private, HS-grad
29489, Private, Assoc-acdm
29490, Private, HS-grad
29491, Private, Bachelors
29492, Self-emp-inc, Bachelors
29493, Private, HS-grad
29494, State-gov, Assoc-voc
29495, Private, Some-college
29496, Private, HS-grad
29497, Private, HS-grad
29498, Private, HS-grad
29499, Private, Some-college
29500, Private, HS-grad
29501, Private, HS-grad
29502, Local-gov, Bachelors
29503, Private, Some-college
29504, Private, Bachelors
29505, Private, Bachelors
29506, Private, Masters
29507, State-gov, Some-college
29508, Private, 10th
29509, Private, 10th
29510, Private, Some-college
29511, Private, Some-college
29512, Private, HS-grad
29513, Private, HS-grad
29514, Private, HS-grad
29515, Private, HS-grad
29516, Private, Some-college
29517, State-gov, Some-college
29518, Private, 11th
29519, Private, Some-college
29520, Private, Some-college
29521, Private, Some-college
29522, Private, Some-college
29523, Private, Doctorate
29524, Private, Assoc-acdm
29525, Federal-gov, Some-college
29526, Private, HS-grad
29527, ?, 10th
29528, Private, HS-grad
29529, Private, Some-college
29530, Private, HS-grad
29531, Private, Assoc-acdm
29532, Private, 9th
29533, Private, 11th
29534, State-gov, Doctorate
29535, Federal-gov, Assoc-voc
29536, Private, Some-college
29537, Local-gov, Masters
29538, Private, Some-college
29539, Private, HS-grad
29540, Private, HS-grad
29541, Private, Masters
29542, Private, Some-college
29543, Private, HS-grad
29544, Private, Bachelors
29545, Private, Assoc-voc
29546, Private, Some-college
29547, Private, Bachelors
29548, Private, Some-college
29549, Self-emp-not-inc, Some-college
29550, Private, HS-grad
29551, Private, HS-grad
29552, Private, Some-college
29553, Private, Bachelors
29554, Self-emp-not-inc, Some-college
29555, Private, Bachelors
29556, Private, HS-grad
29557, Private, 10th
29558, Private, Bachelors
29559, Private, Assoc-voc
29560, Federal-gov, Bachelors
29561, Private, HS-grad
29562, Private, HS-grad
29563, Private, Bachelors
29564, Private, Some-college
29565, Private, HS-grad
29566, Private, HS-grad
29567, Private, Bachelors
29568, Self-emp-inc, HS-grad
29569, Private, HS-grad
29570, Private, HS-grad
29571, Private, 11th
29572, Local-gov, HS-grad
29573, Private, 5th-6th
29574, Local-gov, HS-grad
29575, Private, Bachelors
29576, Self-emp-not-inc, Bachelors
29577, Self-emp-not-inc, HS-grad
29578, Private, Bachelors
29579, Private, 10th
29580, Private, Assoc-voc
29581, Private, Some-college
29582, ?, Some-college
29583, Private, Some-college
29584, State-gov, Some-college
29585, State-gov, Bachelors
29586, ?, HS-grad
29587, Private, Bachelors
29588, Private, Some-college
29589, Private, Some-college
29590, Private, HS-grad
29591, Private, Doctorate
29592, Private, Bachelors
29593, Private, Bachelors
29594, Self-emp-not-inc, 1st-4th
29595, Private, Some-college
29596, Private, Bachelors
29597, Self-emp-not-inc, Assoc-acdm
29598, Private, HS-grad
29599, Federal-gov, HS-grad
29600, Private, HS-grad
29601, ?, HS-grad
29602, Private, HS-grad
29603, Private, 11th
29604, Private, Some-college
29605, Private, Assoc-acdm
29606, Private, HS-grad
29607, Private, HS-grad
29608, Self-emp-inc, Prof-school
29609, Self-emp-inc, Some-college
29610, Private, 7th-8th
29611, Private, 10th
29612, Private, Some-college
29613, Private, Bachelors
29614, ?, Masters
29615, Private, Bachelors
29616, State-gov, Masters
29617, Self-emp-not-inc, HS-grad
29618, Private, HS-grad
29619, Private, Some-college
29620, Private, Some-college
29621, Private, HS-grad
29622, Federal-gov, Some-college
29623, Private, Masters
29624, Local-gov, Bachelors
29625, Private, Bachelors
29626, Federal-gov, Bachelors
29627, Self-emp-not-inc, HS-grad
29628, Private, HS-grad
29629, Private, Bachelors
29630, Private, 10th
29631, Private, Prof-school
29632, Self-emp-inc, Assoc-voc
29633, Private, Assoc-voc
29634, Private, HS-grad
29635, Private, Bachelors
29636, Self-emp-inc, Bachelors
29637, Private, Bachelors
29638, Private, Bachelors
29639, Private, Some-college
29640, Self-emp-not-inc, 9th
29641, Private, Assoc-acdm
29642, Self-emp-inc, Bachelors
29643, Private, HS-grad
29644, Private, HS-grad
29645, Private, 11th
29646, State-gov, Some-college
29647, Private, Some-college
29648, Private, HS-grad
29649, State-gov, Assoc-voc
29650, Private, Assoc-voc
29651, Private, HS-grad
29652, Private, HS-grad
29653, Private, Some-college
29654, Private, HS-grad
29655, Self-emp-inc, Bachelors
29656, Private, 11th
29657, Private, Assoc-voc
29658, State-gov, Some-college
29659, Private, Some-college
29660, Federal-gov, Some-college
29661, Private, Some-college
29662, ?, Prof-school
29663, Private, Assoc-acdm
29664, Private, Bachelors
29665, Private, HS-grad
29666, Private, Some-college
29667, Private, 7th-8th
29668, Private, Some-college
29669, Private, HS-grad
29670, Private, Some-college
29671, Local-gov, Masters
29672, Self-emp-not-inc, HS-grad
29673, Private, 11th
29674, Private, Bachelors
29675, Self-emp-inc, Some-college
29676, Private, Bachelors
29677, Private, 7th-8th
29678, Private, Bachelors
29679, Private, Assoc-acdm
29680, Local-gov, 5th-6th
29681, Private, Masters
29682, Private, Bachelors
29683, Federal-gov, HS-grad
29684, Private, 10th
29685, Private, 1st-4th
29686, Private, Bachelors
29687, Self-emp-inc, Assoc-voc
29688, Self-emp-inc, HS-grad
29689, Private, Assoc-acdm
29690, Local-gov, Bachelors
29691, Private, Bachelors
29692, Private, 9th
29693, ?, HS-grad
29694, Private, Bachelors
29695, Private, Masters
29696, Private, Bachelors
29697, Private, Bachelors
29698, ?, Assoc-acdm
29699, Self-emp-inc, Bachelors
29700, Private, HS-grad
29701, Self-emp-not-inc, Assoc-voc
29702, Private, HS-grad
29703, Private, HS-grad
29704, Private, Some-college
29705, Private, HS-grad
29706, Self-emp-inc, HS-grad
29707, Private, Assoc-voc
29708, Private, Bachelors
29709, Private, HS-grad
29710, ?, Bachelors
29711, Private, Bachelors
29712, Private, HS-grad
29713, Local-gov, Some-college
29714, Private, Assoc-acdm
29715, Private, Some-college
29716, Private, Some-college
